,listing_id,polarity,subjectivity
0,2318,0.4814577970669449,0.6712323163423416
1,4291,0.33502757285950663,0.542236034499508
2,5682,0.3554669811832034,0.6122444150587183
3,6606,0.342011105717058,0.6101214838135144
4,9419,0.3393738064571196,0.5692051677195314
5,9460,0.3697946429372554,0.593787415688902
6,9531,0.40531806036517837,0.6240481304113615
7,9534,0.3997858611508658,0.6391875868718699
8,9596,0.3831320882447134,0.6171337669909324
9,9909,0.4047346827919454,0.6383534370550128
10,10209,0.40789367808117805,0.5931393494072065
11,10385,0.3750927961270216,0.5883675373071634
12,10695,0.4535642515379357,0.5926293163464217
13,11012,0.4536051148868638,0.6604947797425661
14,11411,0.36627181838158723,0.6145327110426319
15,14386,0.36795506730494365,0.608083463755208
16,15108,0.37197673650650737,0.604628524223791
17,15749,0.4229277302898627,0.624868160609232
18,17229,0.3491725551787703,0.5870983631082282
19,17951,0.40659139216440515,0.6318024981509449
20,19611,0.44052035812601875,0.6437814873289294
21,19619,0.5087137580930906,0.6809057538164043
22,19623,0.4091551642791646,0.599091024381126
23,20868,0.38306845340545087,0.6139137679973019
24,20927,0.4212994571118178,0.648103869802464
25,20928,0.4364400729843716,0.6471680187226199
26,23192,0.39709471877842917,0.6405479722320595
27,23356,0.19376949901949903,0.43121638943067514
28,24212,0.41172363576039245,0.598110047850221
29,25002,0.41234672742263384,0.6339680928877349
30,26116,0.39082229458873896,0.6217053838603038
31,26795,0.4260562665701753,0.6577685820479618
32,30712,0.3115748699320869,0.5808832045401051
33,37234,0.3830952380952381,0.570952380952381
34,38545,0.420237580519968,0.6149807852836119
35,41401,0.43660312599557727,0.6282672765009848
36,47491,0.39339574311165865,0.605715223106238
37,48848,0.4064014403136526,0.622725751117529
38,52525,0.3917327823802693,0.5877109744556834
39,58503,0.3971043023206944,0.6268060235881211
40,59827,0.4632140476762886,0.6368177391840333
41,59838,0.40775143035212,0.6079090430182691
42,63733,0.37334825171206554,0.5856453529770314
43,66540,0.3209855453889545,0.5601931380908652
44,66611,0.4118143312002008,0.6235598688750863
45,67270,0.40023728397140174,0.6298310273874823
46,76565,0.4647735032617845,0.6422011784511784
47,77149,0.37016568462401794,0.6013077501202502
48,81085,0.40311405055849503,0.6735546737213404
49,86185,0.3695776490455653,0.6115351804195971
50,92835,0.4265695354501832,0.6295986699355226
51,103908,0.3969497717382333,0.5518074902305672
52,103920,0.20736513024013029,0.4554298566930146
53,107962,0.3750872277487606,0.6239290767181247
54,108765,0.38626686204930283,0.6318674424439912
55,116221,0.40573912059316675,0.6452892099301024
56,117165,0.4312801553557608,0.6278939432079488
57,119103,0.38216415494383554,0.6190480303680134
58,132120,0.374347251389821,0.5913306771541581
59,132160,0.3734762274902801,0.6119516458283014
60,134091,0.4619140944332142,0.639623027976595
61,136480,0.43129551168758123,0.6213469246673028
62,138666,0.42166087095327487,0.6358881769743232
63,140331,0.37393376240222864,0.6169741531584063
64,143580,0.35091973858822184,0.5919399575619181
65,143704,0.37000724271795515,0.6036424867875986
66,151545,0.44999518999519006,0.6837734487734488
67,153967,0.3816903571176879,0.6282645540063583
68,158345,0.4022558283079675,0.6306393859466677
69,160222,0.41085302590418665,0.6223753306183192
70,167491,0.45752915819036416,0.6465133569737779
71,170273,0.43800021389288485,0.6349003095571373
72,170469,0.39263294490058265,0.6139440578364813
73,173896,0.39207223931590035,0.6364683343339761
74,174636,0.4217037507132482,0.5957395694482432
75,175576,0.411489782493523,0.6291676268465441
76,182716,0.4002466235109644,0.6136840449190947
77,186328,0.0,0.0
78,189156,0.4217382339547858,0.640079940268989
79,190984,0.40752408116763134,0.6317565011487593
80,192666,0.4007887069389294,0.6127636810121468
81,193836,0.40017979742777077,0.634548756082151
82,201634,0.42126834359216864,0.6478731956114411
83,202251,0.29706046236017464,0.5436392785997433
84,202260,0.3827927935456435,0.6316319114478838
85,208356,0.3918392074333416,0.6129030745275711
86,208670,0.36677283918559367,0.6043853431052184
87,210316,0.4009705808865765,0.6180193379436756
88,215882,0.4085190351206848,0.6579932866067746
89,217142,0.4753161563951891,0.6270471589950999
90,218741,0.3791334628663303,0.6046005118139867
91,219532,0.43997399312915697,0.6561178857367579
92,222885,0.3909127623639366,0.6153653186049644
93,224763,0.3977579415381596,0.6197051054745398
94,225820,0.38423020986602563,0.5876472727768506
95,226495,0.3821187667609012,0.6315445441110095
96,226536,0.4071745537484891,0.608161643009318
97,226677,0.3827768362389073,0.6080467982431101
98,227636,0.38654409593854583,0.6069416566008616
99,231097,0.38535134381040176,0.6341817020427809
100,233502,0.13333333333333333,0.6166666666666667
101,234898,0.3951391397634714,0.6165371072435639
102,241016,0.38487900792304663,0.6244171961169733
103,243885,0.335462962962963,0.5408730158730158
104,251922,0.3671834174934643,0.6024922936880096
105,254340,0.42506111570613925,0.636976949526423
106,257140,0.3814462360382406,0.5942572110497758
107,260613,0.4103208867107898,0.6294521209820023
108,261912,0.378479982295873,0.635198254751297
109,264829,0.35225374503981316,0.5951884968343715
110,271509,0.42468573764198775,0.6163952603466493
111,277416,0.4494859367896242,0.6530411761501741
112,278830,0.41577384970309567,0.6044304028195774
113,279209,0.0,0.0
114,281208,0.40383706719434814,0.6323293025336051
115,281789,0.44763481334224764,0.6319863879923495
116,282934,0.3564477098746864,0.5701979623126323
117,284087,0.38974091300713937,0.6103688426495928
118,286080,0.4318006163855508,0.6134799017762368
119,299817,0.21119065656565655,0.3361979166666667
120,301059,0.45208824319016166,0.6345621494949502
121,311790,0.4661651234567901,0.6280555555555556
122,314180,0.464267006953097,0.6789596791051905
123,317248,0.4407441423187963,0.6421784593386535
124,318475,0.36792268239095854,0.5775061637575823
125,319768,0.3983872907260005,0.5861247342860246
126,320704,0.41224740724575815,0.6348591081111725
127,338090,0.1625,0.30625
128,338091,0.4116661374964902,0.6286076162952744
129,340706,0.39884876092891275,0.6218110475149837
130,341454,0.40684567123004167,0.6105730717117991
131,353039,0.4308218459811768,0.6277742833873253
132,353110,0.3997486057072732,0.6250269850694377
133,353347,0.3626570226811141,0.596453233804759
134,356248,0.475559287934288,0.6915701798201799
135,356608,0.42188721536218304,0.6042100664662416
136,365550,0.37241945936341875,0.6005093784038825
137,368403,0.48391679431312373,0.6636506156615283
138,370361,0.4041234908598147,0.6323197881687234
139,380950,0.31972376614612436,0.566514219056698
140,384797,0.39989122201966587,0.6133082828232489
141,385438,0.42684586247086254,0.5674072455322455
142,387078,0.45203924080240065,0.6257736731677408
143,387464,0.3737892575573239,0.6261232673791716
144,392140,0.42331585562121987,0.63958617566023
145,392779,0.3499708967543761,0.5966212411724949
146,394408,0.40912691421997444,0.6005717987969126
147,397117,0.3925875298680053,0.6176089787614211
148,400876,0.5642929292929292,0.6704545454545454
149,421168,0.36358335848523177,0.616360630469464
150,430609,0.5287719448292447,0.6920721978041605
151,430610,0.4638098734967357,0.6576026814799346
152,443942,0.37268816592599147,0.6184989833758063
153,445199,0.3967068508441271,0.6085609111808195
154,447523,0.3578461759484175,0.5973648180636131
155,451012,0.4617232388823298,0.5690800865800866
156,461234,0.3909769801661894,0.62812329667702
157,461567,0.3755553336478442,0.613855277265248
158,463768,0.40095285511724427,0.5961872522524075
159,475361,0.4097727909099337,0.6329637087314989
160,475496,0.39444444444444443,0.6175925925925926
161,486829,0.39092397436449866,0.6319841308818137
162,490076,0.3937070792859245,0.6223579313162149
163,491958,0.3932778771836494,0.6272073466675905
164,493591,0.39288711922440495,0.5927591365616638
165,496074,0.3907629124470416,0.6022585578237422
166,506542,0.41405054920044787,0.6288503908177742
167,513344,0.45813030303030305,0.6626296296296296
168,522270,0.36283881124155243,0.5739009066794156
169,522287,0.3824677163679678,0.6127017989508524
170,533443,0.41559140962914476,0.6352281571493132
171,535300,0.37050324676931473,0.6101574209995486
172,544433,0.4217165029000657,0.6219624498711035
173,552325,0.28429578754578755,0.652985347985348
174,555182,0.33720635471390303,0.5831660654421323
175,557126,0.4041196437553878,0.6340712168527141
176,564220,0.39280987619696867,0.6061097465675006
177,564428,0.4165262422982292,0.6261260301681112
178,565703,0.4057972234299709,0.6209629578743644
179,566435,0.3813432739560811,0.5989483387742837
180,569130,0.3674103835978835,0.5994728835978836
181,573942,0.3585943638689584,0.5822079128000742
182,580815,0.3778966044709683,0.611373616989825
183,598023,0.544807137434198,0.7131797913116594
184,604600,0.44375000000000003,0.5194444444444445
185,606297,0.37323570481444,0.5631988649522979
186,609252,0.3381818181818182,0.6861931818181818
187,609421,0.36820765654098986,0.6068671195060085
188,609610,0.4206871197685592,0.6412712705831393
189,609701,0.37275341560752234,0.6266118686313101
190,611500,0.33248395003474335,0.5372173824472263
191,611509,0.38518078545520773,0.6148907207897092
192,613020,0.41293595713709325,0.6094632911642852
193,631445,0.4433228942471751,0.631383147632189
194,635878,0.3278459677577325,0.6039613564540034
195,637710,0.4007137691832206,0.587877752646799
196,639130,0.38250832284035413,0.5628603861416361
197,649243,0.46391651042439813,0.6660259639816662
198,654734,0.3780800618259769,0.565995400041822
199,668095,0.38094499586125785,0.593668664552309
200,670021,0.285113006156702,0.6002722819308317
201,670056,0.35552491767742217,0.567421020877626
202,671828,0.28878066378066375,0.7017857142857142
203,674113,0.40839250886496414,0.6361616238153591
204,677266,0.3760912989604926,0.6016512236369115
205,677365,0.44834944362846146,0.6969028121349549
206,681866,0.42989009139009143,0.6058487376470332
207,689309,0.28173524911564474,0.5586876657683589
208,690912,0.3782361792488623,0.6106445719238587
209,693956,0.6999999999999998,0.8833333333333333
210,696004,0.39381343955712506,0.625731065352364
211,699460,0.41999919294791127,0.6335886446063849
212,703058,0.45030824212267967,0.6327539842174262
213,704764,0.4329130441204,0.6372717064334854
214,706385,0.42779791116500243,0.645065857011585
215,707599,0.4313995591586064,0.6053749486671067
216,708774,0.41716579089401035,0.6466156651858593
217,722537,0.388386184587775,0.5804450313520254
218,723723,0.3641225030451266,0.6070581870542009
219,723846,0.3581251268086506,0.5970053034096655
220,729409,0.35835228002299674,0.5624102307340195
221,741699,0.38706140860238025,0.6047907961117943
222,748526,0.3641015379308897,0.6207398071201039
223,752483,0.4724312390143435,0.6261237992268212
224,755613,0.4053102380659804,0.6050042921558366
225,757840,0.45621594569712587,0.6618948629301282
226,769213,0.3867023123027216,0.6253553382451739
227,777159,0.3620138626060877,0.5432889268153464
228,778382,0.47355237593442484,0.6840585545754719
229,783061,0.38940745152858436,0.6262994350095172
230,784579,0.3873529411764706,0.5817647058823529
231,785830,0.45185040266106447,0.6783329831932774
232,788146,0.4307511289293696,0.6247128408285815
233,789229,0.3926744236771198,0.5944974864461551
234,790860,0.5136661172161172,0.6530153846153846
235,793629,0.3810207331136413,0.62785294592805
236,794633,0.41523090849065675,0.6285951610794579
237,797358,0.3877086064682805,0.6067768658742814
238,799882,0.38248785588771844,0.5830098865686053
239,803902,0.4210883691889291,0.6249554743446789
240,808134,0.46638427418850203,0.6735506252791471
241,823989,0.3576036221076234,0.6084283137945415
242,826436,0.4248389107804325,0.6431774703407379
243,828298,0.36387489604342266,0.5934521811886757
244,838764,0.42540935169092053,0.5500152708213932
245,841049,0.41417192391510416,0.6201953818404609
246,841140,0.38313653432624023,0.6714064866506043
247,841274,0.39197221597822385,0.6129394357377251
248,873073,0.38732142857142854,0.5681911375661375
249,877203,0.40464123370020305,0.5934966868048713
250,879181,0.3676479361857869,0.5631458819456165
251,890677,0.40743427251398456,0.6282725694849389
252,902243,0.46942214584167874,0.6507281220345481
253,902609,0.39595776162591473,0.6272563186440087
254,904057,0.38024616024639224,0.633157911609533
255,909102,0.4556936526226735,0.6329673646654748
256,911001,0.4069553035594887,0.6047979949745523
257,922986,0.45284375553633555,0.6271827539022735
258,931785,0.44230588908794255,0.6324538281584403
259,934123,0.5029991993603107,0.6764385936422974
260,934216,0.4399790292945811,0.6309197230182422
261,935432,0.4958460038986355,0.6653970342522973
262,935671,0.36135445407584177,0.5958687839595413
263,936177,0.5017239337928994,0.6639735442980881
264,936378,0.39894712430426715,0.6685537572285691
265,936484,0.3382891228853962,0.5747198762789644
266,942490,0.37725406779710996,0.6191561250531773
267,945833,0.5146598639455783,0.6815117157974301
268,948077,0.4015693507030483,0.6460153707234509
269,953595,0.3931459608304401,0.6099224526486404
270,955506,0.40965149432147535,0.6524750622904031
271,973859,0.380248036669708,0.5957642841075433
272,975179,0.4028366461950056,0.6305405932032259
273,977722,0.35908884245366296,0.5964101267579278
274,995443,0.305177583137296,0.5496100855895769
275,1000883,0.43096336873413765,0.6639668494436439
276,1002835,0.38106334156743527,0.5846920620101769
277,1003469,0.35851395376691825,0.5541432563922682
278,1003890,0.4037414150587531,0.6304048552039755
279,1009838,0.4118651240495351,0.6385601023387933
280,1012003,0.4449280201649841,0.6499539341049656
281,1022135,0.29414573187229437,0.4469080762987013
282,1023693,0.39063124161508594,0.6366207206995338
283,1027860,0.31033858166922684,0.5854013056835639
284,1030411,0.42900297619047617,0.5850595238095238
285,1039766,0.4332206928281328,0.6136339641549523
286,1042022,0.40426426745761707,0.6195889032313234
287,1043194,0.38082478673287506,0.5507263367889242
288,1048798,0.4178861325105336,0.623186533651854
289,1049293,0.44024212189013984,0.6769944052584717
290,1069581,0.4913240178348054,0.6630892609336398
291,1071203,0.4489552596703145,0.6643300736376269
292,1071843,0.41983640430589314,0.6176095985038498
293,1084117,0.5021638091100458,0.6986343142122712
294,1090307,0.4062486871016989,0.6512878123360952
295,1090449,0.4041788742882931,0.6254913033218656
296,1097520,0.40142401140031075,0.6150196957616458
